랭킹,상품명,가격,리뷰,구매건수,찜하기,스마트스토어,쇼핑몰,배송비,용도,부위,중량,등급,링크
11,당일도축 한우 육회 뭉티기 육사시미 양념장 무료제공 대구 명물 오드레기,15900,1699,893,561,1,백년밥상,3500,"육회용, 구이용",,150g,,https://cr.shopping.naver.com/adcr.nhn?x=7VNAtcX4AwrE9EMMjMPCj%2F%2F%2F%2Fw%3D%3DsgIw%2BsjdiiQ3R5VjuKa2P9JvsIJXGN0DftIi0MU5KZFFTG8bhWYnXTnlfJjXd7Hc2NVIsaalfcJeuGCOXHRBwaGedW%2BMyCIcyNsWGbi%2FX%2FUA%2Fa18qhDQ1A%2FKJp3fgBDor1uQttTCbs58HTX%2BdUG79JDnnK7YwieUvGhEHKcNXV7jvMiCQri7FtNDfP6PSq0StYql7BVQGGn4vwT1M1%2F%2B8imFEV98CfAwi%2FgpsOD1fQ6BauFou6XqHVWbZADh1MXsbXlXffP4hhOW0d3ekbCQsrSBvGyRhVXJcFICQ1GLIiOQ%2Fa18qhDQ1A%2FKJp3fgBDor391W%2FC1w5SVs2sYtTdFSelQ7FTKUTa89OL0Ucomm2QTMYVmjn8tr8wtHDqQgBGx%2FAbWnbEXzrP9nTOtX6d%2FrCEEhBbCfmAkjSH16nZaxfCTLmjQKs0S19%2FfIQif3ZM%2F%2FtsQ4b3Fyh34JCACg4pWkt4WRYKzGz6nSGmoetRyLXxaKmSsAZRAXJnNnf0gC7FAHVO45Tp68smK7Og4nBhaVBxdO4Fbv8iGgigNr5HXaapgI%2FSOIciRcVYBZRCrXFbbjKAQAwPq0Ew%2BdFGT1krP1YpM0Coy5dQ7vj7KbGP8DC0ODrgClekVxtSLNN1yS74gXNMVcqCgDkusnGstCMDqD0Y0DqDJ%2FUqXhgy3vPpaRbH41VYdCicDajQybsukMoy2daGimR4pR27mrh1IoDTOSgA%3D%3D&nvMid=82603493805&catId=50004654
12,육사시미 소스 뭉티기 우둔살 한우 대구,20000,3,2,9,1,율이네식탁,4000,육회용,우둔,"250,600g",,https://cr.shopping.naver.com/adcr.nhn?x=jWE8tA9nmYD%2BCnhwlcIOq%2F%2F%2F%2Fw%3D%3DsSH12kp0ApxwWYWoNkE5VBFOHffGw1Ijt5q%2BcMZzngU%2BlYrSUWhHeV%2BWxNc3653BteAFE7z2zqRClsdN2qSbumkls1M9xucXxkPPt7QTmSRFr6kdrp7BvT8OlwZ7P37YyUTioX0F9fJ3OVnYnD12Sxh6iLuGsw9Rzq3%2FC5gTM6nZzSN2JVGcP3%2FheeB4WOubRWQK2dCuJ%2BtNn52Jxn%2FadEUuG%2FicFY3q9hGdjro9%2BnxRZg1x%2BWuP%2F2OazFa9NF799KjEyD6rktMVte0K%2FtarN%2FYFvIg99pI98OS0oZ4Q2Wytr6kdrp7BvT8OlwZ7P37YyZp%2FuhVWf5tMOyu5R2EADu%2BQihYmiMhyoRVD%2FdvMx0OZ4rnaeEDzosU5NqqSoUpnUWQ5Jgg4we5RrHPCpWRq7uYZ0dIwrwTMmR342auRKaprKeBaEfI3Kh%2Bggv%2BfxZtYbLUQX4NdABDu%2B%2Bf%2F8hvB%2FXz%2BbvBZ%2Fw9wZdrpe8h%2BI503k9ib1VaRI5jlxtRYIdWjdd5bT6fUJyNAXOrT7EZQA5mmxTpeTa8qE9aoV%2FCnJMmS5PcsdixOKM84nfw%2BU7IK6wIbWY2usUwiwY%2BXP%2F%2FE0caH%2BAuT05HuhRhVJLBB7Ec%2B4UorUsdvOY9DR4grA41ESaGimR4pR27mrh1IoDTOSgA%3D%3D&nvMid=83066649760&catId=50004654
13,[당일도축] 대구뭉티기 육사시미 한우육회 뭉텅이,14900,153,296,297,1,성수동클래식,3500,육회용,"우둔, 기타",200g,,https://cr.shopping.naver.com/adcr.nhn?x=TYw04BBb4EYjFF4MZgvrl%2F%2F%2F%2Fw%3D%3DsKF2tVRU6Um57f8PlToFCttdljimPYwqC8YNwTLkAhXNTG8bhWYnXTnlfJjXd7Hc2nGij36cJgbIduWr0sATkPmedW%2BMyCIcyNsWGbi%2FX%2FUA%2Fa18qhDQ1A%2FKJp3fgBDor1uQttTCbs58HTX%2BdUG79JDnnK7YwieUvGhEHKcNXV7jvMiCQri7FtNDfP6PSq0StYql7BVQGGn4vwT1M1%2F%2B8imFEV98CfAwi%2FgpsOD1fQ6AOYZ%2BfIXAZX1YuSRx8xCrny1JKtJY%2BZCQnskK6O37WOSBvGyRhVXJcFICQ1GLIiOQ%2Fa18qhDQ1A%2FKJp3fgBDor391W%2FC1w5SVs2sYtTdFSel7%2B%2FEOCurhu%2BhnrmrjCUWgVpYpuhupQV%2FuFZur1O183rXb%2B3d0QTOTIl2QL0uQODNcwwm3Zyt6f8kdMQGHjHGvCgyt%2FXXfk08Hj1%2FizOSkEVcZgHiV32Hy5F4KJ%2B5AlFAXlk%2BfoTQqKTwE6VX%2FUb053J0f8WcuT4yl7bx8uv%2BaiIFtACS9%2BneELfI8iBD9bvygEAMD6tBMPnRRk9ZKz9WIYKx7zpaT%2F8rzg%2FGt1GPhqg64ApXpFcbUizTdcku%2BIF65Szpdn3UItZ2BOHT3CwNUk2VonSxRpG4cgvaWLmrCF1Kqj6IbclsiLO2%2B%2B9webr82OqH9l6YII5ugOGfB4CYY%3D&nvMid=83718773113&catId=50004654
14,한우 암소 투플러스 우둔살 보섭살 육사시미 육회 뭉티기 한우생고기 1++,18000,856,1085,412,1,소문난정육점,3000,"육회용, 불고기용, 장조림용",우둔,300g,,https://cr.shopping.naver.com/adcr.nhn?x=6wnIdUCWbCb2WjmGGpRJY%2F%2F%2F%2Fw%3D%3Dsn5ARri3tmkQP7dKBOmsTDq2KEpYfE6L3ATnLCcLYvealYrSUWhHeV%2BWxNc3653BtRwXmVBmcCP3p4TkbZZhpNUls1M9xucXxkPPt7QTmSRFr6kdrp7BvT8OlwZ7P37YyUTioX0F9fJ3OVnYnD12Sxh6iLuGsw9Rzq3%2FC5gTM6nZzSN2JVGcP3%2FheeB4WOubRWQK2dCuJ%2BtNn52Jxn%2FadEUuG%2FicFY3q9hGdjro9%2BnxTYypsA0tUWZQhrAW6fByilHMGzAcfEiPaB%2BvdQyUoMjIFvIg99pI98OS0oZ4Q2Wytr6kdrp7BvT8OlwZ7P37YyZp%2FuhVWf5tMOyu5R2EADu6fOzA8yaeT1GWqWlZtx6F4lJNEfxiZVsPB4XIC8rC7mKIEPy9huh9JNuR6eleqJXkJfWaEyL1ZfUwrhWTBelwy7cL4oGhdXvjOjRZlBE6rsQ9hI2EncpuzZcZm45MTGLTEGKawbjhYN6UZqgl1aNHn99p5DfyJodySpV%2Fa9PZaeuMoAfAmQKHur9y3kG4a6rdgKIvijjVNrE5M0LMN27SqCSZE3%2FxIBXWQHuLXEyZbNIUpIbAQHy7MZg35kGMRIMuS4nzLIj%2BNe9KTroKRWtReQCU4rA9qEITJh30T6VqaO1bSwCCoiqtJsdYBQCViQ6Edu8OSjEcux1DsyRN4FW0mqzvek9MifDkGExZsn9jKFgqgOvq6z5EpEI5N2xav1Mg%3D%3D&nvMid=82716143302&catId=50004654
15,[소잡는구선생]국내산 당일작업 냉장 육회/육사시미 300g 뭉티기 육회물회,9700,7720,5991,640,1,소잡는 구선생,3000,,,,,https://cr.shopping.naver.com/adcr.nhn?x=n8tISu8ibZ2AR2KGMNuMCP%2F%2F%2Fw%3D%3DsvS47u1VcRFYG%2B3etkhLVzRCc6RdghzMq3ASU%2FtDqAiSq2XnnOQAIvk72teFbS9xeyxSdVzsAKvuKx2pLu3%2BlxyYKS9JHI%2FmKZ8JGRxVDwYiAbCY81f975eS5nfR25FBiI1ODi9hUm3Sq0pLB9du%2BPg%2B0SDasq%2FgMmDO7mt42t9ubPPTv3ebaEfMmTw2DEFaXGilccQWEEVz5ehJlA%2F5w6cVIhUTYq2J1wF4XcKD2AOWkOA3ZateG%2FY8eKxwX1E0N%2BraMSDMXnE%2FrcsqGpO%2FPfRg1bwUqDyCRdjOJQZPgXfaAbCY81f975eS5nfR25FBiP83WAv8GAIoQ0MwLPWeb%2FeuAK3aWe9mEkTFSvfo2lWwjjnfpHYBaMpVdTK6W9g7VtqHtwa5toZRJGf%2FxebAOEujaw%2FD5YR8iQxUvgMwaKjDN81WjUpxJVJrN5mDsz4BpURsopweey7mkK1DlKrHN8Pc4AFZVq8mXToPto96piz2q4VmC%2BJGX8KXpy7rR0ov%2FD%2Bj2SR8Ir5Y1KqJ7BRgZ2bpe%2BUPcTgM6CIY93sL944NrH7xkIoxhkANeUCDIwEUpKwNwrzJwnGNoGOHmO5QU9dJvSWqdbc4iY1GewU6FwPYcy%2BPz%2FGYi8WtIbd44jiN853b%2FB7lnfW6wdc%2BEyJAWzF%2F8B2n4GbJzg%2BCVTchbJ4siEBdQjJJ16ICPeBCdq3DqxyAhEKTy%2B0Zvtn8oYxIR0Q%3D%3D&nvMid=82457346062&catId=50004654
16,"찢어먹는 한우살 육사시미,캠핑요리 캠핑고기 홈파티요리 홈파티음식",14900,,,3,1,아임파인다이닝,4000,,,,,https://cr.shopping.naver.com/adcr.nhn?x=%2BUE24sCqV6bUjtNl4qLX4f%2F%2F%2Fw%3D%3DsPijmBaZGD48RPnzbDDTCiXaYpzmfrKCG%2BgNs78DP%2FrBTG8bhWYnXTnlfJjXd7Hc2QVC%2FYtXiZBnZUyY6kkT4GmedW%2BMyCIcyNsWGbi%2FX%2FUA%2Fa18qhDQ1A%2FKJp3fgBDor1uQttTCbs58HTX%2BdUG79JDnnK7YwieUvGhEHKcNXV7jvMiCQri7FtNDfP6PSq0StYql7BVQGGn4vwT1M1%2F%2B8imFEV98CfAwi%2FgpsOD1fQ6AOYZ%2BfIXAZX1YuSRx8xCrntUc41bZqNUNqUDKiPoeUxiBvGyRhVXJcFICQ1GLIiOQ%2Fa18qhDQ1A%2FKJp3fgBDor391W%2FC1w5SVs2sYtTdFSehXPQaAnXimBmpXeMfO9sbyD09ZQL3UQ4LYnewFoYfksrXb%2B3d0QTOTIl2QL0uQODH1Kx5V8LK2ad0usW0%2BnF1iJpSc4FhMAZ7g%2Fxb0uFiGmuCsAjh1VT%2FCLwLw%2FEaP3ic%2BrPQMgHcOtyafHhl48k%2BQ1r8JIKUNTC%2FMc6OhaE3%2FTGoo9LeTD0z7z2H7MSpD1kg%2Bd4m20QhdtSoGjJ2qyYhaACwCDQxX9ky1W5VM01tTR7vlJkGdwyjodAIYgt1oORkb05WuNt%2BvKcXnD8j2gEo%2BQCU4rA9qEITJh30T6VqaOjWOfDS2X14MJpOwF9gH2CQONv9D0JizHNTG8DXI7XK92CLlCBo%2BlnaFVGUnMpdNhgqgOvq6z5EpEI5N2xav1Mg%3D%3D&nvMid=84450983532&catId=50004654
17,[소잡는구선생]국내산 당일작업 냉장 육회/육사시미 300g 뭉티기 육회물회,9700,7720,5991,1533,1,마장동시장 구복출,3000,,,,,https://cr.shopping.naver.com/adcr.nhn?x=ufb87nbblg97KJ%2FUE6ewzv%2F%2F%2Fw%3D%3Ds5OET20%2FlIZyLIZoKA%2BxX422DEocRSjeaLqk3qbpU%2F8ulYrSUWhHeV%2BWxNc3653BtTy6bHET79VDDlO238JejnUls1M9xucXxkPPt7QTmSRFr6kdrp7BvT8OlwZ7P37YyUTioX0F9fJ3OVnYnD12Sxh6iLuGsw9Rzq3%2FC5gTM6nZzSN2JVGcP3%2FheeB4WOubRCs%2B8Q7XlNZCZZE9jKPcwk4Z7QMKW03Kw6aspopr0derr8BiqqMs37grJ3hclyC6gGShPF3vRx9t0ZjYuhs%2F2OzJryPqsD58g4IZrQ6X5DOO54J8UO7LDGXdPU9Do8oyMXmq0wb8nQ9S1CNyVqQgAyAuqKS5ddd7HQV5LdanrcOhb9v8cBgN6We%2F%2F9PtYmbe8rXb%2B3d0QTOTIl2QL0uQODJu%2BAN76lOP%2Fn7Ao4zDZXi4pnG6P0QktuCtjT7R842NeSap%2BtzUVTBSCgmmWvUWEQtBv9BvST1BjelHh3KgQfSJB%2BW9l4V%2FkodLrxhhf6GcruBKpPHONPeAcntDaZt2%2BdtDjceH4Uat0Q7cM8u93xueQpssnao%2B63OBi1ntNm%2F%2F2d5bT6fUJyNAXOrT7EZQA5kgXowxzQLFP9ZIaE%2BSrDirmELFO07QEQYUyi%2Bk709RTgxp01MHeyXspzPaESk%2BF0lTylGDowjns9NLC5%2BYokgAvAc4ukZUOoVPW9HeR2S6Dy1Vhq%2FH77x9Zlr1IFzyuow%3D%3D&nvMid=82501791302&catId=50004654
18,당일도축 대구뭉티기 한우 생고기 육사시미 육회 250g,20800,4081,1485,571,0,관문시장 김수현,4000,,,,,https://cr.shopping.naver.com/adcr.nhn?x=pb1S3YAuT%2FxQFC1jXj%2F4Ef%2F%2F%2Fw%3D%3Dsezfe6YjCfg%2FOVAwxMHN9JjForgR50XejGPmYaEOdusOq2XnnOQAIvk72teFbS9xeIc5kaCHmT9isE%2Bb8ZUtzdgF%2BtVOMztKYsdErGTsHmB%2BAbCY81f975eS5nfR25FBiI1ODi9hUm3Sq0pLB9du%2BPg%2B0SDasq%2FgMmDO7mt42t9ubPPTv3ebaEfMmTw2DEFaXKNYmU2XN9AMkXW9yWDusMWvqR2unsG9Pw6XBns%2FftjJGNMg26%2F%2B4Y8kgsfd5XyPZ6Q7TD0E%2FW9vpKOqzQrWuIoE0EOVFvVT6GxpRzL33T1XL%2Fowdnq7%2Fmfq67OVRzok0S5SJNLgIdS1XFCtZ5GETGJUZQ2WM3j3fxMyN4Yt1M0AoSLLqvY8CX4hiuuZR0Dh7ykcr6vnw1LOtzksWH5gNV8pTZZRhOg47EBB%2FUkj1NBzkf9eJJ0ygxb7oKNyY2XVFhYsudQi9ZUzRZ1SmYr1hbyTp%2Fknb5UJCMQe8gBRnSsvhd%2F1VTDILX2Htmrm15YtTipkrAGUQFyZzZ39IAuxQB408SKsoiaqine7VYXMBfSwXiyTx1h5Nn78ELNchjsJ7d%2BSJ1Kctc7aDJruxzpsXF6wa9JlmckDbJAJUEGvcfEFCV5fBt5OYQhz9rK9U5EEJeAe7WhjjLnC4d4FN7qRBe18j2K4FoUCSBh8JsaFvRipB0CIl3BeKsFF2drF%2B%2BsFv&nvMid=83582091906&catId=50004654
19,당일도축 삼남매고깃간 한우 육사시미 뭉티기 생고기 120g 양념장서비스,11000,2106,454,253,1,오가닉빅마트,4000,육회용,우둔,,,https://cr.shopping.naver.com/adcr.nhn?x=Pb%2F449rqrbPiG26q1lb8mP%2F%2F%2Fw%3D%3DsiK9hpmkynXaMUyB1%2BHsFBBoACPMkqpkTh5nxjWFfwiBTG8bhWYnXTnlfJjXd7Hc2fVPUmuIOVEEd%2FFhRcoa9V2edW%2BMyCIcyNsWGbi%2FX%2FUA%2Fa18qhDQ1A%2FKJp3fgBDor1uQttTCbs58HTX%2BdUG79JDnnK7YwieUvGhEHKcNXV7jvMiCQri7FtNDfP6PSq0StYql7BVQGGn4vwT1M1%2F%2B8imFEV98CfAwi%2FgpsOD1fQ6CLZg%2B836fvR7S%2FYhR6nHLLdG2U5pfZQnZQzi4NJ9OFYSBvGyRhVXJcFICQ1GLIiOQ%2Fa18qhDQ1A%2FKJp3fgBDor391W%2FC1w5SVs2sYtTdFSesoi0NCn4kEplGch6Bp1wjhGZQG9Y9qQWmF4IW%2FbqB8uAbWnbEXzrP9nTOtX6d%2FrCMa6Sk%2BN4e0StSDUqzvA%2BdfLmjQKs0S19%2FfIQif3ZM%2F%2F7vH8YHKMGgp4Pcl1UC5kZqyCnKV1dqby2nD7Ef82QyCMtsN6dn5fa0CnTNaZC0KtDURgBDcGGTE9UjxnCEw9ZeoFg2uCUVk%2FR1bIzdHUkEy9ohuWG3FP2lEb1qVI4ciLTVeOTs4KOFU8nVWpaSrgEDiLixoFyizG1xokb57J7%2Fs9XM9OvGyUcg%2BzMP9Vh77%2BuuUJqHLtvnn28CkSQbrq9MVKetHqHa7tc0b8dIbKSpVdUywDH1TF8lRzpnb5h684DhLBwu%2FFQS5xWYf5w6G3jQ%3D%3D&nvMid=82404330878&catId=50004654
20,한우 육회 육사시미 생고기 뭉티기 당일도축,22900,872,457,339,1,땡큐파머스,3000,육회용,"우둔, 기타",300g,,https://cr.shopping.naver.com/adcr.nhn?x=Yv%2BXsm2q7euQen0oEyMVz%2F%2F%2F%2Fw%3D%3Dspd61ydlp3OfS5IGuraaaz6MQ%2B55JtgeMWBdUKvs1SfVTG8bhWYnXTnlfJjXd7Hc2Tgh7oMvBGSk3bnFWauJ7wWedW%2BMyCIcyNsWGbi%2FX%2FUA%2Fa18qhDQ1A%2FKJp3fgBDor1uQttTCbs58HTX%2BdUG79JDnnK7YwieUvGhEHKcNXV7jvMiCQri7FtNDfP6PSq0StYql7BVQGGn4vwT1M1%2F%2B8imFEV98CfAwi%2FgpsOD1fQ6BauFou6XqHVWbZADh1MXsbu1H0MopswarSUtUA0i%2FOTCBvGyRhVXJcFICQ1GLIiOQ%2Fa18qhDQ1A%2FKJp3fgBDor391W%2FC1w5SVs2sYtTdFSenImrocajJEpI%2F9cGcrWl6ikc2SFTGFr3YxCTBtcGlGvAbWnbEXzrP9nTOtX6d%2FrCFk1qLFzCbnjNrsiXGLS6RHG0vpYiauCizj%2BgJ33KpVXyuaqZNTyRWgZgen9W2CLTcZ2Wri%2BXTA%2BvX5tufs4gGnB7%2FP34R0AmzHK5DC9aSzAtwbvm9xiOFORqL8fKueCMzlxkoVR%2BQacsc8IbNJ%2FeaCEXklXBNKjsUtFaYJOZ4pF34hvx%2FuEMa0eaCvqTMWq19ufn3akMzfUPlfam97W6H92z2eGAolqtGLbK0qOQ%2FRuS94bEgJ6r%2F%2FbNdvwB12uKQau4fTwOUqyF63FjwpQRls%3D&nvMid=82954799432&catId=50004654
21,"대구 뭉티기, 당일 도축 한우 육사시미 육회 최고선도 250g / 600g",41000,32,8,1,1,식탁의정석,4000,,,,,https://cr.shopping.naver.com/adcr.nhn?x=ADRMXwxpfZDGCXEWsgyTk%2F%2F%2F%2Fw%3D%3DsRZjzUV%2BmgW8s05HhIJtXoTzLMN97vDkOz6tU1xZ9yselYrSUWhHeV%2BWxNc3653BtxvoOTFQKEHLV2AwR%2BxQi3Els1M9xucXxkPPt7QTmSRFr6kdrp7BvT8OlwZ7P37YyUTioX0F9fJ3OVnYnD12Sxh6iLuGsw9Rzq3%2FC5gTM6nZzSN2JVGcP3%2FheeB4WOubRWQK2dCuJ%2BtNn52Jxn%2FadEUuG%2FicFY3q9hGdjro9%2BnxTDudoaG9dhiJ%2Fg%2FurnKQWHnZtzBFdZXPYISCnCIRIX94FvIg99pI98OS0oZ4Q2Wytr6kdrp7BvT8OlwZ7P37YyZp%2FuhVWf5tMOyu5R2EADu4XPvszAV2jJ87ZGUIq7cPw0UufkOP4tHUH28ZujJUnhmXDmIOOB6kamF9uF35YumO6ISLBspq0e1GxI7OYk07GxakCWBHfhoaD0CtF4xRJ0FidvVfram5b1Olp2%2BlC173qcYgYKTzXa90wuz7C%2FCIIAwESx9UfRGSP%2BoiOEx0MKW1OwrjuC7aUR151o5pqgPUgw67Tr%2FhjB8sEokzPWvonc4YyA5bjplEeyWZBkczi9E1Qbfn8FdvdJCAAZThCD3qvtUBvfoSsQPvEM6ZWUZTo5FDLO%2B0ylF7jLO1YXSE%2B0yNFP9CvuKikCsgRkYSOI5uHMw%2FRZr219kqMDV11PkbsOEsHC78VBLnFZh%2FnDobeN&nvMid=82272332314&catId=50004654
22,++1등급한우 투뿔 투쁠 육회 육사시미 (+육회소스) 소고기 홍두깨,17800,1159,276,141,1,엄마네한우,2500,육회용,우둔,육회 280g 육사시미 240g,1++등급,https://cr.shopping.naver.com/adcr.nhn?x=%2BhN89hhEy%2BRuP1mUhW6AfP%2F%2F%2Fw%3D%3DseRoziD%2BDhG%2BQnGe%2FqnMza%2FpIImtTy5stxoPdzYhPGD9TG8bhWYnXTnlfJjXd7Hc2XDHR6660frrzVi%2F7%2F%2FqJBWedW%2BMyCIcyNsWGbi%2FX%2FUA%2Fa18qhDQ1A%2FKJp3fgBDor1uQttTCbs58HTX%2BdUG79JDnnK7YwieUvGhEHKcNXV7jvMiCQri7FtNDfP6PSq0StYql7BVQGGn4vwT1M1%2F%2B8imFEV98CfAwi%2FgpsOD1fQ6A0j0aEEtcTj6B%2BbIHtoZe11EIbCOjHegf7SVyB77CSiiBvGyRhVXJcFICQ1GLIiOQ%2Fa18qhDQ1A%2FKJp3fgBDor391W%2FC1w5SVs2sYtTdFSegyaH%2BbCfWjvFtrZqoPtg39bmG%2BgHfJ4%2BK%2BXaThh5W1sAbWnbEXzrP9nTOtX6d%2FrCIwEzcW0P%2FI%2FNH6xv9jUQ1DO5muOdqdtxhPcH3wuEixqIUGu1armHcLHmqPYrv706oM2IyReS%2BWa44mc52OLILwQQAtHXRRD5GJ03DzkY1lt3bSvG7CXAcMsFVI%2BpP6WWe%2FD4Xq5USqbPQKisa0bVwQGTqImHOBLyzhgCIiTGHZXIIFRzgZ6PIXD8iwsnK48YNSim%2Fueal%2FFetCK%2BiwLe%2FnmkWhHt02OhiN9tvdrPzUlhW0yKLIVEDz6a8H%2BMmMYub3ZIgfordCJr5dKS25ree%2Fke%2FVP%2BgM94BPZkP5YJ%2Bex&nvMid=81442013419&catId=50004654
23,투뿔나인 특상 한우 설깃머리 설깃살 뭉티기 육사시미 생고기 250g [극진한우],19800,49,,36,1,극진한우,3000,육회용,설도,250g,,https://cr.shopping.naver.com/adcr.nhn?x=rq01DBt6SHxSmhQARkzyVv%2F%2F%2Fw%3D%3Ds7tt%2FbyenuICnYK5Hg4r2%2BhO4QJX7YsXElDET1yuLUueq2XnnOQAIvk72teFbS9xe9eTBN7TK4TGRJDcJEdSE2Xd0B8vlsuUh0sJeouWK2AqAbCY81f975eS5nfR25FBiI1ODi9hUm3Sq0pLB9du%2BPg%2B0SDasq%2FgMmDO7mt42t9ubPPTv3ebaEfMmTw2DEFaXGilccQWEEVz5ehJlA%2F5w6cVIhUTYq2J1wF4XcKD2AOWkOA3ZateG%2FY8eKxwX1E0NQc766foExI1Ciq6Q2yzNFRg1bwUqDyCRdjOJQZPgXfaAbCY81f975eS5nfR25FBiP83WAv8GAIoQ0MwLPWeb%2FYvNy7Ck0GKPTUhdNI4o1sBgTgyA6KuKj1HkBJutzLTPtqHtwa5toZRJGf%2FxebAOEvgaQzQYhRZmgLRjhazStrLN81WjUpxJVJrN5mDsz4BpZ3RyTqbOwzZQdAQ0PjewpvXC7y909DiXiCm6eFFNKgPfqo0fdIXgXEgAyXkso%2BsSEK2FJH4Pc5VZLLBQSw7bXTiqJuhTQ69fJzLlEP%2F538mSK7uk7wUSqH6pbez24%2F5gikcyJGbO7Xa7pegFVG0DyeALWPvGUaUfuTDMHqYa%2F%2BWiX5k5%2Fqlr%2BRE%2F9qIWC8tOClEFknisGx84UDI94GBSgmNoHMhu3EBQqdzS130Rs6ZjtR%2FmiFZhRhStrC9Ncp2%2BPm2V2WLj0oLfvtXSAq9jPg1QmAmnoJRdq4K9btjkCM0%3D&nvMid=83732124241&catId=50004654
24,당일도축 한우 육회 육사시미 대구뭉티기 뭉텅이 고기 택배,12900,9,42,18,1,팔도명인,3500,육회용,"우둔, 앞다리",120g,,https://cr.shopping.naver.com/adcr.nhn?x=eOCJw5KAUN%2F%2F5kAuhdPvr%2F%2F%2F%2Fw%3D%3DsGJvk3%2BU1iY78oPO23B2VntuZLCQ3Od3ukNGBmNJc%2Fz53SHBUgvtVf3Z5DUI4Bq284fYio9tv95%2BNhrHiOKXI09yGaSr%2B0dRu37W7MMIB4NEaKnS7qDzT33%2Bj2nEMp8lHMs5CI%2BBLKvoaDBPdn6E5grROZyewu8JJvfdIfz4jYUA35Jr83IDOEX2S%2FpS1OWlfy7WsjvL6fGBruqRzbSMBoQdLXoybizBOVFY0bnGAXBusVrs0okWEqMVT6UYCyfXIRx8WFROlizCyQVUdjd10NCFOgT28sJCECrb49FuTCNjBz7%2BORHa%2BX777%2F5U82WuF5y7aWAZY6UxN2KPx87W%2Bwm5PI9j5hunSm6s9fWembmFdrU9gBvTOY8XVxGgpGxxdVRv69LbXR3cZJOiJYC5ZvsZv4CBxjWKnH5TRuAyTYupQ7hlhb3iYi773FU73S3wiHGD72EpTTeF2PG3ocT5b5FWfYZbjWImzFVzMowilShvMKvqJrj27sZPvYdNmDHYvmXoM98GixMtKPcVyPXT3NYxdiWrB5T%2FnUrmkn3Xa5DsrBArl9tGFrwnl8yMcVUVa3cNLRbEMBsJ3aD2kiTbQ44M5BpmGS9f0mbQFGDyieTgYz1eZ0Fga%2FWcY%2B9dZhnZ6TR0r4Cj7euMffHmE2TOhrddUpF7z8QhS%2FTv6G3BE5FQNUJgJp6CUXauCvW7Y5AjN&nvMid=83960179568&catId=50004654
25,마장동소고기 투뿔 한우 초신선 육사시미 뭉티기 소스 무료제공 500g,40000,18,40,54,1,마장동시장 장보기.,4000,육회용,"우둔, 설도",500g,,https://cr.shopping.naver.com/adcr.nhn?x=xnPF5byKuNR2hEmQeR1D4%2F%2F%2F%2Fw%3D%3DsnF5DCcyPBkorPkVlzUoie5SZ83kVGk80rJMH44eyjUxTG8bhWYnXTnlfJjXd7Hc2FdNQO6SWuZyxmWu9U3SgNWedW%2BMyCIcyNsWGbi%2FX%2FUA%2Fa18qhDQ1A%2FKJp3fgBDor1uQttTCbs58HTX%2BdUG79JDnnK7YwieUvGhEHKcNXV7jvMiCQri7FtNDfP6PSq0StMk61ha4x1uLwO4LjzniDMbA%2FCLbf4tBgTkmG22VT95A6M2vGwtrAsLK6R%2F0WfAkYoNU39iAgJKLIoQkfWXC%2FIL7Kdc5DhehkeETZ2x0p6ihVXemfpmeX70wC2wQT5nyi5pxiwDZPU40LYzhHX%2FcRv4jYgAHhcElhYhmBwqHauIisgRyglxZz02ezJ3ldLqextqHtwa5toZRJGf%2FxebAOEj0fVK8ovr%2FAskp3lye8cD7N81WjUpxJVJrN5mDsz4BpoUdkpX2kZnlhBBzPIL8055xLAT3dt9ssYEze%2Bh8egqbNvJLGS02HdoQBigNMYcASZCHyL0gFj9iFVoBRBbpaUPFkAhYexnViCOBmXZqS1uweOoCM4w25OZNL3wkfgd%2BIlHuoORwo4qWZv%2BNM1g2NOdsX0OAaK97s6Dn2dcCuuO6QCU4rA9qEITJh30T6VqaOBTr61MoqbZZmiFgJZhJVQcGLEA7UyT73qBNQZTjmZ3B4tZqpT9W34sumbLnnE0YVgqgOvq6z5EpEI5N2xav1Mg%3D%3D&nvMid=83329890527&catId=50004654
