랭킹,상품명,가격,리뷰,구매건수,찜하기,스마트스토어,쇼핑몰,배송비,용도,부위,중량,등급,링크
11,당일도축 삼남매고깃간 한우 육사시미 뭉티기 생고기 120g 양념장서비스,11000,2106,454,253,1,오가닉빅마트,4000,육회용,우둔,,,https://cr.shopping.naver.com/adcr.nhn?x=yo0eqhbE6qPPIA%2BRUIot%2Bv%2F%2F%2Fw%3D%3DsRwX%2Fco70%2Bq6FDoAtV5cUoxoACPMkqpkTh5nxjWFfwiBd5PtaW17j01A1CvklLFMxo88bfdXGZQx8tgkJZ%2FhCGUbAoeRkvpJaJBMwPydFbM8QhkkHXK4%2FmSRy5icYE%2F27gEY1gCtzfgyYq6fLusNbYekEENpZx8tDl%2Fb%2Fz3JqNpu6ptoKrAmIetMms36i84IyMBbAUTLhEczrfo6o%2BFCYJ9koDZhZTyE2PqJzLGA4wO5rPd3XNHFO0xENLaTrWJfkEQWHtd2y%2Bmikv0K9Dpjqi4JFc0Uf%2BSGT%2BYme1K%2F%2BeSkQhkkHXK4%2FmSRy5icYE%2F27BW36r4QZshREfg%2B3vq7RNsTcZrAUIlZWL7MRPeeUWZfKFJVZr3HjXC535ypbhITkmXDmIOOB6kamF9uF35YumJGKtEM%2F3aEmcvnKw2LpZpWPEHqbOa1nOK7hUQxWAWI8XF71RUOHnd4JOo%2FNBSOZ1rwXCl8zvdSmRQxvwdLCHpf5BDULevp2x2TMLLzQiyR3a6RfKB6KiO8Q2bPps1mZPURFTwbnvE7CdEOdOsv5Us%2FRG0RptAUTzObFxkWp6np7BxK3tVhq%2FsA9xGEPns9vgxwdjwzfAs9N7CYQmSoptE%2BrVTNP18EbnFFc7S4DLRGqyGcbT%2Fz6Yo7DMloruMxHBcewR6I44G7h1esB%2BNS1m%2B1jtEEnHZo%2B%2FVuCJHvsmHjrDVCYCaeglF2rgr1u2OQIzQ%3D%3D&nvMid=82404330878&catId=50004654
12,당일도축 한우육회 한우 대구뭉티기 당일손질 육사시미 생고기 우둔살 양념장서비스,9900,1448,1697,490,1,신선테이블,3500,"육회용, 구이용, 스테이크용",우둔,120~240g,,https://cr.shopping.naver.com/adcr.nhn?x=ljL00Cco8BZSWtfNZu0vWv%2F%2F%2Fw%3D%3DsaS%2BibPWYCFcpc8wblNcdzxVwT8QlFdAWfgz8QwGl32mCmJZfxLVXf7ShASMmBEAqIEyCx6zT50e6Uop65YUzFR4pza8ebIOIXPrPsGGS95ek6v2w9jBqMGR4TTsgYaQndKzgZV1AQ8SPvdcv5mPbc1OY7744aGi8T63r3hVt7JCArtLDWVpCdNKBTd6D6tEw3lUD8z59DPnAU66jF3K2s%2Ba0O2TX7GIDZW3de8vjU8wzsGsdZbp9x3i0euKTYMMK1zDww5O0CwVrJctxbB2EVt4an%2FzTqhVRN5HiEzJvDPKk6v2w9jBqMGR4TTsgYaQnlII%2ByYYqWVu3SSXxcjEJdA3wlCZWI7j4xS3EYC3EG%2FUOjwNFbCfUZ7jBV7RN%2BxbIrXb%2B3d0QTOTIl2QL0uQODMswN0LgfpfAQ%2BP36rfFK%2FUSoOI%2BVdCLeke53qjjroh9LovHugIk0zyEnV3Ly4nFwL%2BIwGlME1uxZ7rX59%2FmlA93VaENiJl%2FMtWpYlsg4oTy9cDT1HD2airqEqmwCvjk3srzwdeT%2BYOYnoEzqkmfCj1wmhUxdw2QKi%2Byh2CIb5s4DgezAZ1DZltJ8hiPGlI2SXeW0%2Bn1CcjQFzq0%2BxGUAOYeHVq0000UHHIEq3802HHm5hCxTtO0BEGFMovpO9PUU3qxtj5q2v%2FtZAJdeD6LBv%2F9aqJrgcJWg2K9lIqqJl6a4LaKQ3nG1WI%2FnW%2FloPxQ48tVYavx%2B%2B8fWZa9SBc8rqM%3D&nvMid=82835399637&catId=50004654
13,소고기 한성가 횡성 한우 소한마리 생고기 양지 사태 국거리 장조림 불고기용 1+등급한우,29600,,,0,1,판매제왕,3000,"국거리용, 장조림용, 불고기용","부채살, 기타, 사태, 양지, 목심",,1+등급,https://cr.shopping.naver.com/adcr.nhn?x=J%2BVj9WYn6I%2B0ZCSruIWk6v%2F%2F%2Fw%3D%3Dsg1TWHvZUFXMx%2FZZpS5WXlcGxTl36Zu5DTYZBxIvcGPBQYEJTd4P2nAPBVcAUBoG0btPQwSY9RYjRo5eskPKtxNof6jW5jHdz%2FbROY2pgmykluxxfm60J9z8rnZUjvqTWtqQuQeSSRtMgsWniwY4GSRopydfLjm5SparrmzgfV9%2Fg1o0Jvmu4xgx3NIlBt6W%2BBju2H9vlf%2B7%2FVgVUBSeHForiPkxPAXjk2LX8wmqtKDSxb0qeVbZg7ojrBXbppCAEK7jPna5iiP7181tVsT68ol18On0%2B4OT76dMX121gsZ4Hs%2F2PHkpmvWjL2qy1nHubmv2ycO8pzqb5en1QstP5XhPNqG0rd8OZdWKEUT%2FZJs7HvY%2FUzN94OzIr5wG3PfiAYSNty%2FzE1zgyuJTXgAcRKrrXlE3F140TQp4Mb9%2FHTJm4Lje%2BGIW5LqJ2CfTUS%2Bdb9pOl0T0yPKBefIS8%2BIGpnhfuvWK0SzYsxOA6KdMOYaiSaeV%2FoUZDUQ6KtIUmJkqrGWAn%2FJh8qrNLzGDsunY5p2SfM1jFXtFRETs5b%2BBa%2B7Xl%2F08r0oXqgRejIQzmFbtDCQ7wsllXQApgW4EAElJ5qUG9qI91zTaO7FyMcadEqyGDSNdqZRTL9JeD3apgGvLZq%2B1QG9%2BhKxA%2B8QzplZRlOmeMNkx68TCrJpWm6LNayVla731O8wUbw34t%2F0X7resKbZdsSBuRQ8drPoU1wd1GRIKoDr6us%2BRKRCOTdsWr9TI%3D&nvMid=84534216925&catId=50004654
14,당일도축 대구 원조 뭉티기 육사시미 한우 육회 생고기 120g 240g,13900,592,1803,687,1,돌쇠네 농산물,0,육회용,우둔,"120g, 240g",,https://cr.shopping.naver.com/adcr.nhn?x=n6NL4u%2Fxtten7ToZOPplEv%2F%2F%2Fw%3D%3DsnPc7DK7lwcX7MHrhX3PtVmpAgc0OsQHE0JGvvWsXvkNd5PtaW17j01A1CvklLFMx5SIf4eZgo6lBgxsjoN8Z9kbAoeRkvpJaJBMwPydFbM8QhkkHXK4%2FmSRy5icYE%2F27gEY1gCtzfgyYq6fLusNbYekEENpZx8tDl%2Fb%2Fz3JqNpu6ptoKrAmIetMms36i84IyMBbAUTLhEczrfo6o%2BFCYJ9koDZhZTyE2PqJzLGA4wO4NiriT7p1aj9lDPXGixsGMzKxGbiiQyTMjWvjr44lRgYJFc0Uf%2BSGT%2BYme1K%2F%2BeSkQhkkHXK4%2FmSRy5icYE%2F27ZC%2BSXUxwyLUckntucAABtegyBH4LC9bq6IKXjWLfEUptVU7yREli9nmtdkjKXNGvKIEPy9huh9JNuR6eleqJXm4nNar4nrEP8pbmE0cjMXNcSleoFxZpYEh0mGGbDRSn%2BUf%2F5u3ckttpF8OkwYMaHzB%2Fj5SLeqGf5b8fYDeHm%2B9R%2Fm0XIUkde28D77jnVElmnij7g%2Fi0Z69rh1qftIF68QV6dFg66f3XCzNheZR3LCY8YyayA2PdokANI9TYQH6ZYn4QKrCTiiic5SvjcZHK4uYQsU7TtARBhTKL6TvT1FN3LVWRwHXaXT0nLdSTCYI7%2F6CIyQZIDY1DS8Bq5zZJb2PTYTQ3KeES5t6EKbUhc%2FXLVWGr8fvvH1mWvUgXPK6j&nvMid=83509721648&catId=50004654
15,초신선 당일도축 대구뭉티기 한우육회 소고기 육사시미 생고기 육회 250g 600g,25000,110,72,100,1,남도의식탁,4000,육회용,우둔,600g,,https://cr.shopping.naver.com/adcr.nhn?x=PSfaLwArPQ9OnZo5whQ0Tv%2F%2F%2Fw%3D%3DsyPUX%2FAc52Fez%2FWlRBEs%2BrUij9eZfswexuXqql7DCsm1QYEJTd4P2nAPBVcAUBoG0rDupvGFwdbHiQ5TAFcird9of6jW5jHdz%2FbROY2pgmykluxxfm60J9z8rnZUjvqTWtqQuQeSSRtMgsWniwY4GSRopydfLjm5SparrmzgfV9%2Fg1o0Jvmu4xgx3NIlBt6W%2BBju2H9vlf%2B7%2FVgVUBSeHForiPkxPAXjk2LX8wmqtKDSzBDeO8A1FQvaczgFonyzE6VzoC4%2BH6qR7FvcuQZqwa118On0%2B4OT76dMX121gsZ4Hs%2F2PHkpmvWjL2qy1nHubDeGij%2FkYtHkgyzkrFaLTsM5PhLGkaxJZcVZyTBzwEc9drU9gBvTOY8XVxGgpGxxdUxNqtnwtCBg0A4SD31k0jlo7h%2Fi%2F3L5GnJYfYngc2Gfj0wghmcemWinjlb92hBOteIagjfhG3BZWvnVXWmdqfjcsrWYSOYieqK83LO9NqadS4l5h4ZtBpOYtSoPXLP%2FjZ3leH895FH1DKXIIzoaQA48pCbV1CyFtkI%2BWJFz9MKUPCrLo8%2Bo7OYHNKZ8a717NdXmFJVeV7im4LHwbWo%2FGL38B0jOH7upOi%2FnehNKiH4Cr7VAb36ErED7xDOmVlGU6rppahIea3ZUeZVvVSupv8%2Bm9pFELp8W1%2B0x0wNFjCGL8AN9Bk2NDe6SSZIrV2hXehWw3%2BIByOa0jCVNQVnCDoA%3D%3D&nvMid=82815877101&catId=50004654
16,[양념장서비스] 대구 찰딱뭉티기 당일도축 한우 생고기 육사시미 육회,14500,332,96,76,1,테이스티포유,4000,육회용,우둔,150g,,https://cr.shopping.naver.com/adcr.nhn?x=nfHzK%2FH34KjWpPxJz7aJJP%2F%2F%2Fw%3D%3DsU9CBpM6m1J2wD4ZjPcszAU7gEqVQz7tXNaQtYbddQJhd5PtaW17j01A1CvklLFMxV%2FUr69b%2BQ4mugDxUqXaVL0bAoeRkvpJaJBMwPydFbM8QhkkHXK4%2FmSRy5icYE%2F27gEY1gCtzfgyYq6fLusNbYekEENpZx8tDl%2Fb%2Fz3JqNpu6ptoKrAmIetMms36i84IyMBbAUTLhEczrfo6o%2BFCYJ9koDZhZTyE2PqJzLGA4wO47bg9wP3o8OB4dQrkcZzondRQbQtrGoCMjpAd4jiXHJ4JFc0Uf%2BSGT%2BYme1K%2F%2BeSkQhkkHXK4%2FmSRy5icYE%2F27ZC%2BSXUxwyLUckntucAABtaxMwhCProirpHUZpaMF9aI%2BtuloNdZKcd%2FJHNp7%2BPf2KIEPy9huh9JNuR6eleqJXkR2DMpfBdFkfx8k6VLlOIYdKX7ZK4cooo5AI43gxFRNqQWfQhshT%2Bev0s58g4w01VeNmzxGstWGZ6%2BmZzVt9qT74%2BwDVjixTquomjUAqH8lXGJj21bx%2FjXernwqwGA4SlIsPzlfHVKrZRw6R72TtpihH20lbiF5FwJU%2BNFymgk0aKfZ4Sa7vav0GRdv29GtuXYHI8kHPJbDqF7q9g2MlLNGI0BYsGQ1agHO9RGbClV2yFVb2KNHCiQyv0OFee5rXrlZ3xjHSd1hD88o71Hy1IVkvwZeU%2Fu2RTuQlVYDVFLCBq7h9PA5SrIXrcWPClBGWw%3D%3D&nvMid=82387094053&catId=50004654
17,한우 암소 육회 육사시미 육전용 생고기 300g 우둔살 홍두깨살 [산소포장],19500,483,331,26,1,조한우싱싱몰,3500,육회용,기타,300g,,https://cr.shopping.naver.com/adcr.nhn?x=Q%2B4nIuFAfgdIDh1heG5Dof%2F%2F%2Fw%3D%3Dsb5QxZ8RZjYf%2B%2BBV3b%2Fvs5EuwT4yEYwEGIMRtRAruW9ZQYEJTd4P2nAPBVcAUBoG0aQihE0zqTPv1Q8hHrynGu9of6jW5jHdz%2FbROY2pgmykluxxfm60J9z8rnZUjvqTWtqQuQeSSRtMgsWniwY4GSRopydfLjm5SparrmzgfV9%2Fg1o0Jvmu4xgx3NIlBt6W%2BBju2H9vlf%2B7%2FVgVUBSeHForiPkxPAXjk2LX8wmqtKDRHEj%2BgSQbAHTBFevmYMtNIIAa7lUBCWIcfMmgk5Mrm%2BV18On0%2B4OT76dMX121gsZ4Hs%2F2PHkpmvWjL2qy1nHubwUBqVbl6xJF%2Btto%2FUm81ZEqUUw1KvCPrsh0q4y2%2BLt3HvY%2FUzN94OzIr5wG3PfiADK%2BJHU9Cs60%2BkhAU3AXCA2D3h5s7ZbgEgMKse6pQwes4LJXym08yV%2BpXZDExdMTTnQxUfN%2BqZWYjs%2FOQUUORGuN7PgOJl8ReR2oIj6nKeVx9iy9FQ3JLt775xvRrWvR%2Bus%2FmobrjEhwEHG3b8erQoEHKF2T3lUOoVgnxzKWg1wsHzF8M7aaPyF5JKN0%2FM9SmNEmlfRiA%2BDc%2BAQimQiWz6fNbQHRPoiyVPbSEi8nmavHLoOMZaM6Br37%2BmseCgQ05GLeDmB6u4aAE7bnPZH0qXFrUVF5ThXoudMwZc7D%2B0cGcvLAEXpM93KseLmlLJCRWDVCYCaeglF2rgr1u2OQIzQ%3D%3D&nvMid=82379810829&catId=50004654
18,투뿔나인 특상 한우 설깃머리 설깃살 뭉티기 육사시미 생고기 250g [극진한우],19800,49,,36,1,극진한우,3000,육회용,설도,250g,,https://cr.shopping.naver.com/adcr.nhn?x=tY0faiEErnVZwCsBYdJZMP%2F%2F%2Fw%3D%3DsfLTsFj1J%2BQVEi4OG19gt%2BxO4QJX7YsXElDET1yuLUueCmJZfxLVXf7ShASMmBEAq9zlsKxyViJIODQF%2FcdVnvB4pza8ebIOIXPrPsGGS95ek6v2w9jBqMGR4TTsgYaQndKzgZV1AQ8SPvdcv5mPbc1OY7744aGi8T63r3hVt7JCArtLDWVpCdNKBTd6D6tEw3lUD8z59DPnAU66jF3K2s%2Ba0O2TX7GIDZW3de8vjU8zMro%2FiSqH4jQmjsaLWljjOsnHq8S5Bv5%2FFmid3ycaj494an%2FzTqhVRN5HiEzJvDPKk6v2w9jBqMGR4TTsgYaQnlII%2ByYYqWVu3SSXxcjEJdKolRliiUjzMT4yzbn%2FAMmoBLHS8QSQwi6iFpPBIn9PHrXb%2B3d0QTOTIl2QL0uQODI8zTI1f9U8K00nt2mhnznZ6PxIByHjzFTuLaljVPB7l4BOL2UnXp96R%2B41luhUIR7iPtaAn522i3UVewT8GeAEVMnznWOBxU04hLXOvFsNz9FsySsikb35Nxf7zpFeRlqVXIkOAUNrgJaZpUHr9hBqHYeJ6oOfdwq%2FLHCjvYmjYFNZa8Wr1oEybueim%2FXADxM2J3I%2F%2FAeXXAHD7AFtbG2fDpC%2FRb1200tbwbTiVT88IZBZgepJE32D7dL7jzaxDhCijuLQmM5OzNmCLgVhf3NWKzncF%2BFX97LvgF4FazbsA5Hv1T%2FoDPeAT2ZD%2BWCfnsQ%3D%3D&nvMid=83732124241&catId=50004654
19,국내1% 투뿔나인 육회 육사시미 생고기 대구 뭉티기 우둔살 보섭살 설깃살 꾸리살 소고기,27900,203,84,118,1,질기지않소,3500,육회용,"우둔, 앞다리, 기타",300g,,https://cr.shopping.naver.com/adcr.nhn?x=7575jzaiHKXgWoCQEknPOv%2F%2F%2Fw%3D%3DsxJyyMu%2B0WTpRC0g0tkGMLVr%2BqMd3eSxNKqskz%2F9ljE6CmJZfxLVXf7ShASMmBEAq0uTu41uimUfeMIGBp%2BGvox4pza8ebIOIXPrPsGGS95ek6v2w9jBqMGR4TTsgYaQndKzgZV1AQ8SPvdcv5mPbc1OY7744aGi8T63r3hVt7JCArtLDWVpCdNKBTd6D6tEw3lUD8z59DPnAU66jF3K2s%2Ba0O2TX7GIDZW3de8vjU8zAiQTgDWnBpnXM3AOkzcxDSr%2FLKLk8XFd8eCsT%2BD7iSt4an%2FzTqhVRN5HiEzJvDPKk6v2w9jBqMGR4TTsgYaQnlII%2ByYYqWVu3SSXxcjEJdN8N8LgZ%2BEJWyrp6dLVNGQpNI%2F7jut9kVbddhjINOHQrrXb%2B3d0QTOTIl2QL0uQODDHCTGHZ37T6J5M6V3UUS%2FPz1Werjwiku3mSOtmLiXhLRYOPK7%2Bawkcps9nfoVZ60%2FihO9C6MeMRiSkN9dGqVEbGdlq4vl0wPr1%2Bbbn7OIBpkqlPKwxwcLJniYpqaSSI9hLQPmTcBG13V2k3SfRVubE%2B3%2F9lmiUdw2jlYMW%2BwXd7YJgZJC1%2FLPpO3kzN4HStoLc6jWU4zlu6QNbwJ4nzh8OeIWG2bLgmwSUpSJ4qKy6h1pX3MN8Hm2Hh4SbdlK%2FlVIqTfspMItHQh7IaTjLsAhGbpyV05aYoBq1iQmk8nZWEVEmIVdCcvPa5zFu1munjf1aFndIwdNwuWmKtx1HNSCrUkiyUGZ3FpPHvE7X48%2Bhb&nvMid=82964297013&catId=50004654
20,당일도축 대구뭉티기 한우육회 육사시미 생고기 소고기 육회,19500,115,273,79,1,새벽장터,3000,육회용,우둔,300g,,https://cr.shopping.naver.com/adcr.nhn?x=lxXRyUVsCwUSGXHavq2Oiv%2F%2F%2Fw%3D%3DsRNTTXYCT%2FodBWpzQajfrl%2FUvr7qB2cjJTkefziomUfRd5PtaW17j01A1CvklLFMxgI8gXd8hDqrWFlNLAE2IqUbAoeRkvpJaJBMwPydFbM8QhkkHXK4%2FmSRy5icYE%2F27gEY1gCtzfgyYq6fLusNbYekEENpZx8tDl%2Fb%2Fz3JqNpu6ptoKrAmIetMms36i84IyMBbAUTLhEczrfo6o%2BFCYJ9koDZhZTyE2PqJzLGA4wO5e1UFj%2Bu4NL2k3sJjmPRb%2BuBQI3XS3WmFtnBNPDqhHo4JFc0Uf%2BSGT%2BYme1K%2F%2BeSkQhkkHXK4%2FmSRy5icYE%2F27BW36r4QZshREfg%2B3vq7RNvZHOkSudYuY3tWi%2Bcdu6ozUSvkKt3vVm9JYXrPsV9eBWQ5Jgg4we5RrHPCpWRq7uacXoQ8QybaPYYgoxSB58Q%2BPEHqbOa1nOK7hUQxWAWI8W3AnHhA0mgJKfFmirC9a6ogT7Gwz9CQVIWTzL%2BH1gs8uIP79n4D2MvVXABj9RocKQqgfBvErHqa9xEY0z8huY25OwHsXIa5sx8v%2BJegjcVMVVPXcCvKsoBl0r%2BOqjY1vKARpPWMS8eRrKGa0RebFnJAJTisD2oQhMmHfRPpWpo7HjRaDHX89hOtDLfOMk9d1%2BrqGgOmdNOym29NHjExMfo7fDMuogUy7DTZPkXH0sk6CqA6%2BrrPkSkQjk3bFq%2FUy&nvMid=83805312682&catId=50004654
21,미트럽 한우 암소 생고기 육회세트 1+1 (200g 2개+소스40g 2개) 캠핑용 소고기,26900,55,,36,1,미트럽,3500,육회용,"설도, 우둔",200g,,https://cr.shopping.naver.com/adcr.nhn?x=SXcG8mB2a0xz6S9IKMq%2FZP%2F%2F%2Fw%3D%3Ds4AgoWt0QJbM2hhUY%2Fj7caLDNPGX0397YkLtzONx2JVdd5PtaW17j01A1CvklLFMxkTaSzSVKUxalzFplZKWmSkbAoeRkvpJaJBMwPydFbM8QhkkHXK4%2FmSRy5icYE%2F27gEY1gCtzfgyYq6fLusNbYekEENpZx8tDl%2Fb%2Fz3JqNpu6ptoKrAmIetMms36i84IyMBbAUTLhEczrfo6o%2BFCYJ9koDZhZTyE2PqJzLGA4wO6sH0U37LdA29sN8ZdWpkgv3K36jZTIQMCX2XcrsKtHoYJFc0Uf%2BSGT%2BYme1K%2F%2BeSkQhkkHXK4%2FmSRy5icYE%2F27BW36r4QZshREfg%2B3vq7RNi1FFkD2C5tCB0TUnVjvTFnChmugpdl22dNAF0K43jG2KIEPy9huh9JNuR6eleqJXjkA9Udtmj%2FBqbV8pi9n68%2FqJETJE0w%2BZtMEmaXZfjmrOZFLWksXNR1hEJqRA%2Bb8xdWKaQF6pmfqHV%2FVHpWLvax9HxYJcWuCdwMyzlZSXHx%2Blc86%2BPgZ%2BJ62VN0sJrAjvtax8McOY2to%2BdcVkWaPLMrqRjPd7%2F6x7ZXqDByA7%2BfmLTppo51NS3jpvkcTcBVr6U97ZFFzwDqFilO9Ox9MIPMP7UbNjIJABWwM7q6UxJuW9z5V53wyFWdQEZCxHaP0hlaE6cVTpBk%2FgziO47QvfzWB%2B6APF5DU1cOpVN6Mz5CwHRyPBWbUFRhWScTsgQynPg%3D%3D&nvMid=83576443261&catId=50004654
22,[성강한우] 소 잡는날 대구명물 생고기 당일도축 한우 뭉티기 / 육사시미 300g,22100,13,,12,1,성강한우,4000,육회용,우둔,300gg,,https://cr.shopping.naver.com/adcr.nhn?x=4cG6ntiOyP0ypn8ww%2Fgobf%2F%2F%2Fw%3D%3DsO4UerKSKNOMob%2B%2FtmvfCcFKCeaoFU5sigrH39jTQuVFd5PtaW17j01A1CvklLFMxsIIcsio5TaezyAIukHGl%2F0bAoeRkvpJaJBMwPydFbM8QhkkHXK4%2FmSRy5icYE%2F27gEY1gCtzfgyYq6fLusNbYekEENpZx8tDl%2Fb%2Fz3JqNpu6ptoKrAmIetMms36i84IyMBbAUTLhEczrfo6o%2BFCYJ9koDZhZTyE2PqJzLGA4wO7DcbqSZGWTw%2BDFQisMsJzPUGpCy9ARLInidm35bo%2FBuYJFc0Uf%2BSGT%2BYme1K%2F%2BeSkQhkkHXK4%2FmSRy5icYE%2F27BW36r4QZshREfg%2B3vq7RNt%2BZOkmw%2FCq4InAv50IO379oQSe7L3%2FaO%2BpItkPBv5bWKIEPy9huh9JNuR6eleqJXpVIuMThKs0m0ftyzaxJGE1tlPezuhB1XZVnWoXLVx%2FHyQ8MkiNxK4nTlGPRJrLLzqWLcxxrCHV%2FTrMarnXde%2F26pRyzKmhb7yJ8A9t6vQrYEw7gtSE5iXWeRlJk7GF9%2Fh%2BNll%2BBBgJywfnemTIuYD9PjcvtA9jQ9%2BiT527vfeE3KAQAwPq0Ew%2BdFGT1krP1Yn0C7gMFVLo0SI2qxh6upBiDrgClekVxtSLNN1yS74gXPXjSdxGMXI2fQ0eSpC%2BuFajsT3Z61CH4Ofpz9h8W4%2F2iBQW28njWCGOIvwMNZs0Ty1Vhq%2FH77x9Zlr1IFzyuow%3D%3D&nvMid=82808252981&catId=50004654
23,[대구 명물] 당일 도축 한우 우둔살 뭉티기 생고기 육사시미 300g 150g,24900,207,117,166,1,와룡시장 황현두,3500,육회용,우둔,300g,,https://cr.shopping.naver.com/adcr.nhn?x=D06iLJ0SJyNoiwDJY1p2R%2F%2F%2F%2Fw%3D%3DsPT1qczzKIFJ0OOL69996CRmb%2F%2FlokNm3wNsi01Jh7BKCmJZfxLVXf7ShASMmBEAq6aubxcC2pzP8xzwsG8Kjyx4pza8ebIOIXPrPsGGS95ek6v2w9jBqMGR4TTsgYaQndKzgZV1AQ8SPvdcv5mPbc1OY7744aGi8T63r3hVt7JCArtLDWVpCdNKBTd6D6tEwxhwPommOCX0jtIBn9AJKlD6Cgwt9vXThq1vRgZfA4%2Fj3AUEXOmJhBQgkgjj9AQx5QpPUFNzzZGNj54Gh2sfLRxg1bwUqDyCRdjOJQZPgXfaAbCY81f975eS5nfR25FBiP83WAv8GAIoQ0MwLPWeb%2FYHyLKLgtGGv%2FsOSQ5RoOLqRnCQHZkOoYvbwmNKsaFLk8oX0wm1Kkm%2Bv3vJO4TfchPwFOY9su9dx6qLkmGBgXUqMHn7BDBNaqXNmoKbAeTMvoKDKf2gsZhhZBySu5wqo1XDlTPkTYNQNyvS4wLgzk3vrUM8rjcdqlECt7BrbxO5%2Bqq366Z%2FPcO6GGDvniKRcWCTCr1sqVhpPCE7rl79ulHkwJ1lV%2B1pq6q1sNYddqSb4eWCo%2BvFA0gdAULpv%2FJRPjvxWLo%2FtDKnjdp6P9roY6rbB%2BTCQi5XXjJgbWT24E3ih7kwi64kq0QSLuAT46XMlIH9w0SoRLRqkWLR6M7qH13djtEEnHZo%2B%2FVuCJHvsmHjrDVCYCaeglF2rgr1u2OQIzQ%3D%3D&nvMid=82860417599&catId=50004654
24,당일도축 한우 뭉티기 육사시미 육회 소고기 생고기 대구뭉티기,23900,26,12,18,1,농부의 바구니,3000,육회용,우둔,300g,,https://cr.shopping.naver.com/adcr.nhn?x=2tZjwkC22E%2B71IxJSSfAL%2F%2F%2F%2Fw%3D%3DspCrNaD7V1zquDV0awC86KXmGIs7ts5HdXIBUsbOZy8ld5PtaW17j01A1CvklLFMxZPHliEnZPgk8bgrc10aNFUbAoeRkvpJaJBMwPydFbM8QhkkHXK4%2FmSRy5icYE%2F27gEY1gCtzfgyYq6fLusNbYekEENpZx8tDl%2Fb%2Fz3JqNpu6ptoKrAmIetMms36i84IyMBbAUTLhEczrfo6o%2BFCYJ9koDZhZTyE2PqJzLGA4wO6AsDvWigS%2FbgIt0A1vth48QICeNki5KWtBytMDerXwF4JFc0Uf%2BSGT%2BYme1K%2F%2BeSkQhkkHXK4%2FmSRy5icYE%2F27%2FhDyiXZ86Jo%2BZEQ64BV62YZulo41G210O8cWYCLY%2BTCBSiccQ%2FB7cXUU2OZb3nXfKIEPy9huh9JNuR6eleqJXgR0yiyARYvw2llLQoj2uTNcSleoFxZpYEh0mGGbDRSnHtmapRKI1ofXzju4PYvpaI8I3YTOX0Vp4ScM5danrymacfy7MvX02O%2BUH4hxuhfqIGQMbiBwjsCaEDsB%2Ff2GDSTp%2Fknb5UJCMQe8gBRnSssoBADA%2BrQTD50UZPWSs%2FVi5r4JwrUjEgu4oLgiR5bKXoOuAKV6RXG1Is03XJLviBf%2FZ65M4YIPVU70oBmBRgwH26mz1zNfUGzk12CZfVMUIjJiDmcbPYuvJkkJVmis2WnNjqh%2FZemCCOboDhnweAmG&nvMid=82823327331&catId=50004654
25,삼남매고깃간 광주 한우 생고기 육사시미 뭉티기 120g / 고추장 베이스 소스 증정,11700,311,202,164,1,더농부마켓,4000,육회용,,,,https://cr.shopping.naver.com/adcr.nhn?x=GvAvwpGc9OqgW45pxlkTYP%2F%2F%2Fw%3D%3Dss5%2FkZV7%2FJT9E7T%2F1VyHGcl%2BuSmFzWor3oEHOGsviN8Bd5PtaW17j01A1CvklLFMxy53%2BVkFznPPmIAFi0ko0E0bAoeRkvpJaJBMwPydFbM8QhkkHXK4%2FmSRy5icYE%2F27gEY1gCtzfgyYq6fLusNbYekEENpZx8tDl%2Fb%2Fz3JqNpu6ptoKrAmIetMms36i84IyMBbAUTLhEczrfo6o%2BFCYJ9koDZhZTyE2PqJzLGA4wO7lhypXrjGqWXHGzJ3fFrbNHxTkc4QlO7PnVDf9MGR7iIJFc0Uf%2BSGT%2BYme1K%2F%2BeSkQhkkHXK4%2FmSRy5icYE%2F27ZC%2BSXUxwyLUckntucAABtZre1xYYx%2FnDDivftDu97uxot4eCZ7meL%2Fk9WilRp8y6mXDmIOOB6kamF9uF35YumGmsEsIWkgOgd05cxWrXYxF6cuSbeukt%2BfBrmFfbvqtfU2qbkGbth8rI%2BqmxY9uEpbmxetqkXmYROGo7JtgPoQFSLD85Xx1Sq2UcOke9k7aYazdDYPXRKInEYMjpkXO6N0%2FjNYSAPvuRyCkgxpCtcK7ZvdZEcR6bJ4OsJ3b67iZwOmipHrdPaR4JB7WzDGAm9vgdlUnw4zD95rgppm9LNzn9NbOfH73vYm5LRRK8crXrrBShmvNNVBqNbUmEnT%2BX3RXbg4WLOgh0xROaiFrFrdvSH%2FKqDY5Beni0L3d3xmZDVoWd0jB03C5aYq3HUc1IKtSSLJQZncWk8e8Ttfjz6Fs%3D&nvMid=82471442837&catId=50004654
